id,name,commonname,lf,match_strategy,pollination_syndrome,pollination_system,flower_colour,flowering_time,flower_diameter,fruit_type,fruit_colour,fruit_fleshiness,fruiting_time,dispersal_syndrome,dispersers,plant_growth_form,plant_height,woodiness,leaf_phenology
444,Spyridium parvifolium,Dusty Miller,MS,exact_taxon,insect,biotic_unspecialised,white_cream,"nnnnnnyyyyyn, nnnnnyyyyynn",,"capsule, mericarp",brown,dry,,"barochory myrmecochory, myrmecochory, zoochory","ants, ants passive, invertebrates",shrub,1.5,woody,evergreen
445,Stellaria pungens,Prickly  Starwort,MH,exact_taxon,insect,biotic_unspecialised,,"nnnnnnnyyyyy, yynnnnnnnyyy",,capsule,,dry,,"barochory, epizoochory",mammals,herb,0.3,herbaceous,
446,Stelligera endecaspinis,Starfruit Bassia,SS,via_original_name,abiotic,,,nnnnnnnyyynn,,,,,,epizoochory,mammals,shrub,0.5,woody,
447,Stuartina muelleri,Spoon Cudweed,MH,exact_taxon,insect,biotic_unspecialised,green red_brown,"nnnnnnnnyynn, nnnnnnnnyyyn",,achene,brown,dry,,"anemochory, epizoochory","mammals, wind",herb,0.11,,
448,Stylidium graminifolium s.l.,Grass Trigger-plant,MTG,via_original_name,insect,,,nnnnnnnnyyyy,,,,,,"undefined, zoochory",invertebrates,herb,0.8,,
450,Styphelia adscendens,Golden Heath,PS,exact_taxon,insect,,green pink red_brown yellow_orange,"nnnnnnnnnynn, nnnnnyyyyyyn, nnnnnyyyyyyy",,drupe,,fleshy,,endozoochory,"birds, vertebrates",shrub,0.5,woody,
451,Templetonia stenophylla,Leafy Templetonia,SS,exact_taxon,"bird insect, insect",,red_brown yellow_orange,"nnnnnnnnyynn, nnnnnnnnyyyn",,legume,,dry,,"barochory myrmecochory, myrmecochory, zoochory","ants, ants passive, invertebrates","shrub, shrub subshrub, subshrub",0.6,woody,
452,Tetrarrhena distichophylla,Hairy  Rice-grass,MNG,exact_taxon,"abiotic, self wind",,,"ynnnnnnnnnny, yyynnnnnnnyy",,caryopsis,,dry,,"epizoochory, zoochory","abiotic animals, mammals","graminoid, graminoid herb, graminoid_not_tussock",0.5,herbaceous,
453,Tetrarrhena juncea,Forest  Wire-grass,LNG,exact_taxon,"abiotic, self wind",abiotic,,"nnnnnnnnnnnn, ynnnnnnnnyyy, yyyynnnnnnyy, yyyyyyyyyyyy",,caryopsis,,dry,,"barochory, epizoochory, zoochory","abiotic animals, mammals","climber, climber_herbaceous graminoid, graminoid, graminoid herb, graminoid_not_tussock, herb",4.0,herbaceous,
454,Tetratheca ciliata,Pink-bells,SS,exact_taxon,insect,biotic_unspecialised,pink,"nnnnnnnnnyyn, nnnnnnyyyyyy, ynnnnnnyyyyy",,capsule,,dry,ynnnnnnyyyyy,"barochory, myrmecochory, zoochory","ants, invertebrates, passive",shrub,1.0,woody,evergreen
455,Tetratheca pilosa,Hairy Pink-bells,SS,exact_taxon,insect,biotic_unspecialised,pink,"nnnnnnnnyyyn, ynnnnnnnyyyy, yynnnnnnyyyy",,capsule,,dry,ynnnnnnnyyyy,"barochory, myrmecochory, zoochory","ants, invertebrates, passive","shrub, subshrub",0.6,woody,evergreen
456,Thelymitra pauciflora s.l.,Slender Sun-orchid,MNG,via_original_name,insect,,,nnnnnnnnnyyn,,,,,,"anemochory, barochory",wind,herb,0.5,,
457,Themeda triandra,Kangaroo Grass,MTG,exact_taxon,"abiotic, self wind, wind",abiotic,"blue_purple, red_brown","yynnnnnnyyyy, yyynnnnnnyyy, yyynnnnnyyyy, yyyyyyyyyyyy",,caryopsis,,dry,,"anemochory, epizoochory, epizoochory myrmecochory, zoochory","ants, mammals, wind","graminoid, graminoid herb, herb, tussock",1.0,herbaceous,evergreen
458,Thysanotus patersonii,Twining  Fringe-lily,SC,exact_taxon,insect,biotic_unspecialised,blue_purple,"nnnnnnnnyyyn, nnnnnnnyyyyn, nnnnnnyyyyyn, nnnnyyyyyynn",,capsule,,dry,,"barochory, barochory myrmecochory, myrmecochory, undefined","ants, ants passive","climber, climber_herbaceous, herb",0.5,herbaceous,evergreen
459,Tricoryne elatior,Yellow Rush-lily,MTG,exact_taxon,insect,biotic_unspecialised,yellow_orange,"nnnnnnnnnnnn, yyynnnnnyyyy, yyyyyyyyyyyy",,"capsule, mericarp, nutlet",,dry,,"anemochory, barochory, endozoochory, undefined","birds, wind",herb,0.485,herbaceous,evergreen
460,Triodia scariosa,Porcupine Grass,HG,exact_taxon,"abiotic, self wind",,,"nnnnyyyyyyyy, yynnnnnyyyyy, yyyynnyyyyyy",,caryopsis,,dry,,anemochory,wind,"graminoid, graminoid herb, graminoid hummock, graminoid hummock tussock, graminoid tussock, herb, hummock, shrub, tussock",0.525,,
461,Triptilodiscus pygmaeus,Common Sunray,SH,exact_taxon,insect,biotic_unspecialised,yellow_orange,"nnnnnnnnnyyn, nnnnnnnnyyyn, nnnnnnnnyyyy, nnnnnnnyyynn",,achene,black,dry,,"anemochory, epizoochory","birds, wind",herb,0.08,herbaceous,
462,Tylophora barbata,Bearded Tylophora,SC,via_original_name,insect,,blue_purple,"nnnnnnnyyyyy, yynnnnnnnnny",,follicle,,dry,,anemochory,wind,"climber, climber_herbaceous",2.0,,evergreen
463,Veronica calycina,Hairy Speedwell,MH,exact_taxon,insect,biotic_unspecialised,blue_purple,"nnnnnnnnnyyy, nnnnnnnyyyyy, yynnnnnnyyyy",,capsule,,dry,,"barochory, hydrochory, undefined",water,herb,0.3,herbaceous,
464,Veronica gracilis,Slender Speedwell,MH,exact_taxon,insect,biotic_unspecialised,blue_purple,"nnnnnnnnyyyy, yynnnnnnyyyy",,capsule,,dry,,"barochory, hydrochory, undefined",water,herb,0.44999999999999996,herbaceous,
465,Veronica plebeia,Trailing Speedwell,MH,exact_taxon,insect,biotic_unspecialised,blue_purple,"nnnnnnnnnnyn, nnyyyyyyyyyy, ynnnnnnnyyyy, yynnnnnnyyyy",,capsule,,dry,,"barochory, hydrochory",water,herb,0.15,herbaceous,
466,Viola cleistogamoides,Hidden Violet,SH,exact_taxon,insect,biotic_unspecialised,blue_purple white_cream,"nnnnnnnnyyyy, yynnnnnnnnny",,capsule,,dry,yyynnnnnyyyy,"ballistic myrmecochory, myrmecochory, undefined, zoochory","ants, invertebrates",herb,0.125,herbaceous,evergreen
467,Viola hederacea sensu Entwisle (1996),Ivy-leaf  Violet,MH,via_original_name,insect,,,nnnnnnnnnyyy,,,,,,zoochory,invertebrates,herb,,,
468,Viola hederacea sensu Willis (1972),Ivy-leaf  Violet,MH,via_original_name,insect,,,nnnnnnnnnyyy,,,,,,"undefined, zoochory",invertebrates,herb,0.15,,
469,Vittadinia cuneata,Fuzzy New Holland Daisy,MH,exact_taxon,insect,biotic_unspecialised,blue_purple,"nnnnnnnnnnnn, nyyyyyyyyynn, yyyyyyyyyyyy",,achene,,dry,,anemochory,wind,"herb, herb subshrub",0.2,woody,
470,Vittadinia gracilis,Woolly New Holland Daisy,MH,exact_taxon,insect,biotic_unspecialised,blue_purple,"nnnnnnnnnnnn, yyyyyyyyyyyy",,achene,,dry,,anemochory,wind,"herb, herb subshrub, shrub, subshrub",0.4,woody,
471,Wahlenbergia communis s.l.,Tufted Bluebell,LH,via_original_name,insect,,,yyynnnnnnnyy,,,,,,"barochory, zoochory",invertebrates,herb,0.75,,
472,Wahlenbergia gracilis s.l.,Sprawling Bluebell,LH,species_level_fallback,insect,biotic_unspecialised,blue_purple pink white_cream,"nnnnnnnnnnnn, yynnnnnnyyyy, yyyyyyyyyyyy",,capsule,,dry,,"anemochory, barochory, zoochory","invertebrates, passive",herb,0.5,herbaceous,
473,Wahlenbergia gracilis s.s.,Sprawling  Bluebell,LH,species_level_fallback,insect,biotic_unspecialised,blue_purple pink white_cream,"nnnnnnnnnnnn, yynnnnnnyyyy, yyyyyyyyyyyy",,capsule,,dry,,"anemochory, barochory, zoochory","invertebrates, passive",herb,0.5,herbaceous,
474,Wahlenbergia gymnoclada,Naked  Bluebell,LH,exact_taxon,insect,biotic_unspecialised,,yynnnnnnnyyy,,capsule,,dry,,"anemochory, barochory, zoochory","invertebrates, passive",herb,0.6,herbaceous,
475,Wahlenbergia luteola,Bronze Bluebell,LH,exact_taxon,insect,biotic_unspecialised,blue_purple red_brown white_cream yellow_orange,"nnnnnnnnnnnn, yyyyyyyyyyyy",,capsule,,dry,,"anemochory, barochory, zoochory","invertebrates, passive",herb,0.44999999999999996,,
476,Wahlenbergia spp.,Bluebell,LH,via_original_name,insect,,,yyyyyyyyyyyy,,,,,,zoochory,invertebrates,herb,,,
477,Wahlenbergia stricta,Tall Bluebell,LH,exact_taxon,insect,,blue_purple white_cream,"nnnnnnnnnnnn, nnnnnnnnnnyn",,capsule,,dry,,barochory,passive,herb,0.3,herbaceous,
478,Whalleya proluta,Rigid Panic,MTG,via_original_name,abiotic,,,yyyynnnnyyyy,,,,,,anemochory,wind,tussock,,,
479,Wurmbea dioica,Common Early Nancy,MNG,exact_taxon,insect,,"blue_purple green white_cream yellow_orange, pink, white_cream","nnnnnnnnyyyn, nnnnnnyyynnn",,capsule,,dry,,"anemochory, barochory",wind,herb,0.23,herbaceous,
480,Xanthorrhoea australis,Austral  Grass-tree,LTG,exact_taxon,insect,,,nnnnnnyyyyyy,,capsule,,dry,,"anemochory, barochory",wind,"herb, palmoid, shrub",4.0,woody,evergreen
481,Xanthorrhoea minor ssp. lutea,Small  Grass-tree,LTG,species_level_fallback,insect,,white_cream,"nnnnnnnnnyyn, yyyynnnnnyyy",,capsule,,dry,,"anemochory, barochory",wind,"basal_large, herb, shrub",,,evergreen
482,Xanthosia dissecta s.l.,Cut-leaf  Xanthosia,PS,via_original_name,insect,,,nnnnnnnnyyyn,,,,,,zoochory,invertebrates,shrub,,,
483,Xanthosia pusilla spp. agg.,Heath  Xanthosia,PS,via_original_name,insect,,,nnnnnnnnyyyn,,,,,,zoochory,invertebrates,shrub,,,
484,Xerochrysum bracteatum,Golden Everlasting,LH,exact_taxon,insect,,"red_brown white_cream yellow_orange, yellow_orange","nnnnnnnnyyyn, nnnnnnnyyynn, yynnnnnnyyyy, yynnnnnyyyyy",,achene,brown,dry,,"anemochory, zoochory","invertebrates, wind","herb, shrub",0.65,herbaceous,evergreen
485,Xerochrysum viscosum,Shiny  Everlasting,LH,exact_taxon,insect,biotic_unspecialised,yellow_orange,"nnnnnnnnyyyn, yyyynnnyyyyy",,achene,,dry,,"anemochory, zoochory","invertebrates, wind",herb,0.8,,
